28184000 AMORT MOBILIER,9 571.00,9 571.00,9 571.00-
Total classe 28,103 096.98,103 096.98,103 096.98-
Total classe 2,382 318.24,103 096.98,279 221.26,273 903.72
Total des soldes,382 318.24,103 096.98
32600000 STOCKS D'EMBALLAGE,12 335.00,12 335.00,11 875.00
Total classe 32,12 335.00,12 335.00,11 875.00
37000000 STOCK DE MARCHANDISES,19 214.00,19 214.00,18 864.00
Total classe 37,19 214.00,19 214.00,18 864.00
Total classe 3,31 549.00,31 549.00,30 739.00
Total des soldes,31 549.00
40100000 FOURNISSEURS,449 538.52,522 979.06,73 440.54,24 528.83-
Dossier : 201892,SAS BH 92
422 BD DES PROVINCES FRANCAISE
Page : 2,92000 NANTERRE
Balance Générale
Exercice du 01/01/2022 au 31/12/2022
Edition définitive 12/22,(Période au 31/12/2022)
COMPTE,INTITULE,DEBIT,CREDIT,SOLDE DEB.,SOLDE CRED.,SOLDE N-1
Total classe 40,449 538.52,522 979.06,73 440.54,24 528.83-
41100000 CLIENTS,703 120.79,685 135.79,17 985.00
Total classe 41,703 120.79,685 135.79,17 985.00
42100000 PERSONNEL REMUNERATION DUES,194 986.11,203 323.09,8 336.98,16 970.57-
42700000 PERSONNEL OPPOSITIONS,412.50,412.50
42820000 PROV POUR CONGES PAYES,7 262.32,7 262.32,7 262.32-
Total classe 42,202 660.93,210 585.41,7 924.48,24 232.89-
43100000 URSSAF,74 578.00,80 938.88,6 360.88,10 183.73-
43720000 KLESIA PREVOYANCE,6 509.24,22 095.04,15 585.80,17 136.32-
43730000 KLESIA RETRAITE,14 916.99,17 453.09,2 536.10,1 192.07-
43800000 ORG SOCIAUX,CHG A PAY&PROD A R 196.53 196.53
43820000 PROV CHARG S/ CP,1 341.11,1 341.11,1 341.11-
Total classe 43,97 345.34,122 024.65,24 679.31,29 853.23-
44210000 ETAT RETENUE A LA SOURCE,1 057.59,749.22,308.37,345.59
44400000 ETAT IMPOT SUR LES BENEFICES,2 926.00,654.00,2 272.00,654.00-
44552000 TVA A REGULARISER,0.83,0.83,0.83
44562000 TVA SUR IMMOBILISATIONS,5 903.78,5 608.60,295.18,5 425.60
44566000 TVA RECUPERABLE,72 418.28,43 913.17,28 505.11,15 987.45
44567000 CREDIT DE TVA A REPORTER,921 485.00,890 888.00,30 597.00,40 513.00
44570000 TVA COLLECTE,58 595.94,63 757.84,5 161.90,2 171.56-
44573000 TVA COLLECTE 5.5%,2 861.11,2 861.11
44800000 ETAT CHARG A PAYER PROD A RECE,2 368.00,1 679.58,688.42,1 679.58-
44862000 CHARGES A PAYER,300.40,300.40
44863000 CHARGES A PAYER,217.98,217.98
Total classe 44,1 064 755.42,1 010 629.90,54 125.52,57 767.33
45500000 ASSOCIES COMPTES COURANTS,89 720.38,148 351.26,58 630.88,93 351.26-
Total classe 45,89 720.38,148 351.26,58 630.88,93 351.26-
Total classe 4,2 607 141.38,2 699 706.07,92 564.69,114 198.88-
Total des soldes,81 064.41,173 629.10
51200000 BANQUE CIC,1 020 930.80,1 047 681.25,26 750.45,31 504.91
51210000 RELEVE CARTE,228 643.05,228 643.05
51212100,1 676.43,1 676.43
Total classe 51,1 251 250.28,1 278 000.73,26 750.45,31 504.91
53100000 CAISSE SIEGE SOCIAL,22 871.71,17 546.72,5 324.99,22 871.71
Total classe 53,22 871.71,17 546.72,5 324.99,22 871.71
Total classe 5,1 274 121.99,1 295 547.45,21 425.46,54 376.62
Total des soldes,5 324.99,26 750.45
COMPTES DE BILAN,4 327 259.24,4 346 365.23,19 105.99,3 194.27
60100000 ACHATS STOCKES MAT. ET FOURNIT,3 653.15,3 653.15
Dossier : 201892,SAS BH 92
422 BD DES PROVINCES FRANCAISE
Page : 3,92000 NANTERRE
Balance Générale
Exercice du 01/01/2022 au 31/12/2022
Edition définitive 12/22,(Période au 31/12/2022)
COMPTE,INTITULE,DEBIT,CREDIT,SOLDE DEB.,SOLDE CRED.,SOLDE N-1
Total classe 601,3 653.15,3 653.15
60210000 ACH. STOCKES MAT. CONSOMMABLES,476.59,476.59
60221000 CARBURANT,7 195.66,7 195.66,7 248.94
60260000 EMBALLAGES,2 000.00,2 000.00,18 301.05
Total classe 602,9 672.25,9 672.25,25 549.99
60326000 VARIAT° STOCK EMBALLAGE,460.00,460.00,675.00
60370000 VARIAT° STOCKS MARCHANDISES,350.00,350.00,1 750.00
Total classe 603,810.00,810.00,2 425.00
60400000 ACHAT PRESTATION SERVICE,5 381.92,5 381.92,3 819.77
60410000 BLANCHISSERIE,984.56,984.56,1 980.08
Total classe 604,6 366.48,6 366.48,5 799.85
60500000 ACH. MATERIEL EQUIPT,TRAVAUX 4 545.05 4 545.05 5 891.67
Total classe 605,4 545.05,4 545.05,5 891.67
60610000 EDF-GDF,11 734.01,11 734.01,11 126.66
60630000 ACH. NON STOCKES ENTRETIEN,5.98,5.98
Total classe 606,11 739.99,11 739.99,11 126.66
60700000 ACHAT 5.5%,244 867.81,3 273.26,241 594.55,185 680.81
60710000 ACHATS 20%,19 125.40,19 125.40,13 487.55
Total classe 607,263 993.21,3 273.26,260 719.95,199 168.36
60970000 RRR S/ACH MCHDS,353.09-
Total classe 609,353.09-
Total classe 60,299 970.13,4 083.26,295 886.87,249 608.44
61220000 REDEVANCES CREDIT BAIL MOBILIE,671.60
Total classe 612,671.60
61320000 LOCATIONS IMMOBILIERES,80 471.21,80 471.21,70 404.59
61350000 LOCATIONS MOBILIERES,33 094.89,24.00,33 070.89,43 186.43
Total classe 613,113 566.10,24.00,113 542.10,113 591.02
61400000 CHARGES LOCATIVES COPROPRIETE,9 634.96,9 634.96,7 030.24
Total classe 614,9 634.96,9 634.96,7 030.24
61500000 ENTRETIEN ET REPARATIONS,483.33,483.33,395.58
61550000 ENTRET REPAT° BIENS MOBILIERS,945.73
Total classe 615,483.33,483.33,1 341.31
61600000 PRIMES D'ASSURANCE,14 037.72,14 037.72,10 997.34
Total classe 616,14 037.72,14 037.72,10 997.34
Total classe 61,137 722.11,24.00,137 698.11,133 631.51
62260000 HONORAIRES,10 531.56,10 531.56,11 348.57
Dossier : 201892,SAS BH 92
422 BD DES PROVINCES FRANCAISE
Page : 4,92000 NANTERRE
Balance Générale
Exercice du 01/01/2022 au 31/12/2022
Edition définitive 12/22,(Période au 31/12/2022)
COMPTE,INTITULE,DEBIT,CREDIT,SOLDE DEB.,SOLDE CRED.,SOLDE N-1
62280000 DIVERS,36.00,36.00,305.50
Total classe 622,10 567.56,10 567.56,11 654.07
62500000 DEPLACEM. MISSIONS ET RECEPTIO,46.00,46.00
62510000 VOYAGES ET DEPLACEMENTS,4 290.80,4 290.80,7 421.29
62570000 RECEPTIONS,1 022.40,1 022.40,1 295.32
Total classe 625,5 359.20,5 359.20,8 716.61
62600000 FRAIS POSTAUX ET TELECOMMUNIC.,3 380.14,3 380.14,2 254.29
Total classe 626,3 380.14,3 380.14,2 254.29
62700000 SERVICES BANCAIRES,7 487.18,247.64,7 239.54,5 730.38
Total classe 627,7 487.18,247.64,7 239.54,5 730.38
62810000 CONCOURS DIVERS,16.30
Total classe 628,16.30
Total classe 62,26 794.08,247.64,26 546.44,28 371.65
63120000 TAXES D'APPRENTISSAGE,1 753.87,1 753.87,9.34-
Total classe 631,1 753.87,1 753.87,9.34-
63330000 PART° EMPLOYEUR FORMAT° CONTIN,1 530.03,1 530.03
Total classe 633,1 530.03,1 530.03
63511000 COTISATION FONCIERE DES ETS,9 522.00
63540000 DTS D'ENREGISTREMENT ET TIMBRE,282.13,282.13,53.07
Total classe 635,282.13,282.13,9 575.07
Total classe 63,3 566.03,3 566.03,9 565.73
64100000 SALAIRE,236 256.42,236 256.42,189 122.76
64120000 CONGES PAYES,3 866.81,7 262.32,3 395.51,778.83-
64130000 PRIMES ET GRATIFICATIONS,364.39,364.39
64140000 INDEMNITES ET AVANTAGES DIVERS,17 539.72,17 539.72,8 443.38
Total classe 641,258 027.34,7 262.32,250 765.02,196 787.31
64510000 URSSAF,19 177.56,1 320.80,17 856.76,14 021.96
64520000 COT° MUTUELLE,2 490.28,2 490.28,4 218.45
64530000 RET COMPL,6 074.95,163.04,5 911.91,5 426.04
64540000 GARP,9 611.65,9 611.65
64550000 PROV CHARGES S/ CP,1 341.11,1 341.11,32.88
64580000 COT° AUTRES ORG SOCIAUX,30.94,30.94
Total classe 645,37 385.38,2 824.95,34 560.43,23 699.33
Total classe 64,295 412.72,10 087.27,285 325.45,220 486.64
66100000 CHARGES D'INTERETS,8.11,8.11
Total classe 661,8.11,8.11
Dossier : 201892,SAS BH 92
422 BD DES PROVINCES FRANCAISE
Page : 5,92000 NANTERRE
Balance Générale
Exercice du 01/01/2022 au 31/12/2022
Edition définitive 12/22,(Période au 31/12/2022)
COMPTE,INTITULE,DEBIT,CREDIT,SOLDE DEB.,SOLDE CRED.,SOLDE N-1
Total classe 66,8.11,8.11
67120000 PENALITE ET AMENDES FISCALES,890.00,890.00,277.00
Total classe 671,890.00,890.00,277.00
Total classe 67,890.00,890.00,277.00
68111000 DOT° AMORT DES IMMO INCORPO,11 682.00
68112000 DOT° AMORT IMMO CORPORELLES,27 898.98
Total classe 681,39 580.98
Total classe 68,39 580.98
69510000 IMPOTS DUS EN FRANCE,613.00
Total classe 695,613.00
Total classe 69,613.00
Total classe 6,764 363.18,14 442.17,749 921.01,682 134.95
Total des soldes,755 467.63,5 546.62
70710000 RECETTES 10 %,556 800.84,556 800.84,444 497.44-
70730000 RECTTES 5.5%,156 592.94,156 592.94,28 213.29-
Total classe 707,713 393.78,713 393.78,472 710.73-
Total classe 70,713 393.78,713 393.78,472 710.73-
74100000 SUBVENTION RECU,205 275.11-
Total classe 741,205 275.11-
Total classe 74,205 275.11-
79100000 TRANSFERT DE CHGS EXPLOITAT°,17 421.24,17 421.24,7 343.38-
Total classe 791,17 421.24,17 421.24,7 343.38-
Total classe 79,17 421.24,17 421.24,7 343.38-
Total classe 7,730 815.02,730 815.02,685 329.22-
Total des soldes,730 815.02
COMPTES DE RESULTAT,764 363.18,745 257.19,19 105.99,3 194.27-
TOTAL GENERAL,5 091 622.42,5 091 622.42,1 255 724.27,1 255 724.27
